TEXT,Annot-1,Annot-2,Annot-3,Source,classes
"আমরা  স্টুডেন্ট থাকা অবস্থায় যেহেতু ইমেইল খুব বেশি করি না, তাই অনেক ভয় পায় যে কিভাবে লিখলে প্রফেসর বুঝবেন, কি বলে সম্বোধন করবো বা সাবজেক্ট কি দিবো ইত্যাদি। চলুন দেখে নেই ব্যাসিক ব্যপার গুলো কিভাবে লিখা যায়। ",0,0,0,,0
"নতুন স্টুডেন্টরা নক দেন, ডিপার্টমেন্ট সহ তার ব্যক্তিগত অনেক জায়গা থেকে ইমেইল আসে। তাই, সাবজেক্ট লাইন খুবই গুরুত্বপূর্ণ। প্রফেসর ইমেইল খুলে দেখবে কিনা সেটা নির্ভর করে ইমেইল সাবজেক্টের উপর। ধরেণ, আপনি সাবজেক্ট ছাড়া বা “Tanin from Bangladesh” এমন কিছু দিয়ে ইমেইল পাঠান, তাহলে প্রথম ইম্প্রেশনেই কিন্তু ধরা খেয়ে গেলেন। তার জানার দরকার নেই কে তাকে বাংলাদেশ থেকে স্মরণ করছে! অগত্যা খুলে দেখলেও প্রথম ইম্প্রেশনের কারণে আপনাকে কি রিপ্লাই দিবে সেটা আসলে হুমকীর মুখে পড়ে যায়। তাই, সাবজেক্ট হতে হবে টু-দ্যা-পয়েন্ট। যেমন, যদি আপনি প্রথম বার ইমেইল দেন আপনার প্রোফাইল শেয়ার করার জন্য বা জাস্ট ইন্টারেস্ট দেখিয়ে",0,0,0,,0
"আমার স্পষ্ট মনে আছে বছর দুই-এক আগে একটা ভিডিওতে বলতে শুনেছিলাম তারা ব্রেকআপ করে ফেলেছে।
এখন আবার কিসের ব্রেকআপ হলো?
তাও আবার ব্রেকআপ এর কাহিনী কইতে গিয়া দুইজন মিলে সিনেমেটিক শুটিং করছে, স্টোরি বানিয়ে ভিডিও করছে।
মাইনষের দুঃখ আমার সুখের থেকেও সুখের 😢",0,0,0,,0
থ্যাংকস !!! তোর কারণে পাশ করছিরে . . . ২য় বন্ধুঃ শালা,0,1,0,,0
ইমোশনে চাকা আটকাই গেসে 😂 ,0,0,0,,0
কিছু পাবলিক ইউটিউবে পর্ণ খুঁজতে এসে ভাল গান গুলিকে ডিসলাইক করে যায়😑,0,0,0,,0
পাপিয়ারে রিমান্ডে দিলে আরো হাজার বড় বড় পাপিয়ার পাওয়া যাবে 🙂🙂 জবান বন্দী নিলে আরো বাহির হবে🙂 জদি আপনারা দেশের ভালো চান তো🤦,0,0,0,,0
বাংলা ফোক গান গুলা কখনো নিজে ইচ্ছাকৃত ভাবে শুনেছিলাম বলে তো মনে হয় না। কিন্তু আজকে শুনলাম ভালই লাগলো।,0,0,0,,0
নিশোর এনট্রি টা সেই ছিলো😍,0,0,0,,0
আফ্রিদী ভাইয়া আপনি সত্যি খুব ভালো মানুষ,0,0,0,,0
আমি আপনার বিশন বড় ফ্যান,0,0,0,,0
কাবিলা জন্মের সিঙ্গেল🤣,0,0,0,,0
কখনো পেট্রোলে শরীর জ্বালায়,0,0,0,,0
সত্যি এটা ছিল তোমার লাইফের সেরা ব্লগ ভাইয়া। রানার মতো একটা পথ শিশুর পাশে দাড়ানোর জন্য তোমাদের অনেক অনেক ধন্যবাদ। শুধু রানা না অামদের উচিত যার যার সামর্থ অনুয়ারী সকলে তাবিব ভাই / অফ্রিদি ভাই এর মত রানা দের পাশে দাড়াতে হবে। ✌✌,0,0,0,,0
আগে প্লেয়ার দের নাম জানুন তারপর ভিডিও বানান,0,0,0,,0
কাবিলা মামার ডায়ালগ অনেক ভালো লাগলো !,0,0,0,,0
প্রত্যাশার চেয়েও অনেক বাজে করতে পারছেন। যাকে বলে লিমিটলেস। এইটা না দেখলে হয়তো দর্শক জমজ নাটক মিস করতো কিন্তু আবেদন টা থাকতো। আর এইটা দেখে জমজের প্রতি মানুষের একটা বিরক্তি চলে আসবে।,0,0,0,,0
প্রথম রেস্টুরেন্ট এর নাম কি?,0,0,0,,0
অনেক সুন্দর লাগলো গানটা বেরি নাইচ,0,0,0,,0
দিনের ট্রেন জার্নি করে ভোরে চট্টগ্রাম! গ্রেট,0,0,0,,0
সুপার ইস্টার তামিম সাকিব ভাই এগিয়ে যাও,0,0,0,,0
"পেসাররা ধরছেন কঠিন সব ক্যাচ, ডিরেক্ট থ্রোর কম্পিটিশনে চ্যাম্পিয়ন শরিফুল!",0,0,0,,0
পাপিয়া তুমি চিন্তা করার কারণ নাই..তুমি হযরতদের প্রোডাক্ট অল্প দিনে জামিন পেয়ে আবার আগের জাগায় ফিরে আসতে পারবে...!,0,0,0,,0
শুভ জন্মদিন আম্মু। অনেক দোয়া ও ভালোবাসা রইলো। ডেকোরেশন টা সুন্দর হয়েছে। কেকটা খুব সুন্দর হয়েছে। তোমাকে আপু অনেক সুন্দর লাগছে।সবচেয়ে একটা জিনিস আমার বেশি ভালো লেগেছে সবাই সাহায্য করেছে বাংলাদেশ হলে কি আর বলবো।লিজেল আপু কই,0,0,0,,0
পাটি টা এন্জয় করলাম।আবিশা আম্মু 👌❤👑🌹💐🎂🍭🍬🍫🎁🎉,0,0,0,,0
ভাইয়া আপনার ভিডিও গুলো আমি দেখি এবং ভিডিও তে অ্যাড আসলে আমি ক্লিক করি. আপনার উপস্থাপনা আমার কাছে খুব ভালো লাগে ভাইয়া ..,0,0,0,,0
জাতীয় দলের হয়ে কিছু পারেনা। টু দিস হেটারস,0,0,0,,0
ছেলেঃ আচ্ছা বাবা নরমাল নাই ডায়েট ? বাবাঃ ধুরু,0,0,0,,0
কে কে চান মাশরাফি ভাই বোর্ড প্রেসিডেন্ট হোক,0,0,0,,0
দুই অলরাউন্ডার এর যুদ্ধ। সাকিব রসীদ এর বলে ১৮ নেওয়া টা চমৎকার ছিলো,0,0,0,,0
ভালোবাসা মানে সাড়া দিনক্লান্ত হয়ে প্যান্টের পকেটে একটা গোলাপ নিয়ে সন্ধ্যা বাসায় ফিরে হাঁসি মুখে বলা এটা তোমার জন্য । ভালোবাসা মানে আমি কোন কাজী নজরুলের কাব্যকে বুঝি না,0,0,0,,0
কমপ্লেইন কইরা কি ফায়দা হইবো... তারচেয়ে আমরা একটা মিটমাটে আসি... আবুল সাহেব ক্যামেরায় পোজ দেওয়ার জন্য চুল ঠিক করিতে করিতে বলিলেন,0,0,0,,0
আমি তোমার ভিডিও লেবালন থেকে দেখি,0,0,0,,0
এইরকম শর্টফিল্ম আরও দেখতে চাই... খুব ভালো লাগলো,0,0,0,,0
১-১০ দেখে থাকলে লাইক দিন আর কমেন্ট করুন।,0,0,0,,0
পরিচালকদের উদ্দেশ্য করে বলতেছি সাফা কবির কে বয়কট করুন প্লিজ।,0,0,0,,0
লুঙ্গী পড়া সুপারম্যান,0,0,0,,0
কারণ পাকিস্তানি প্লেয়ার রা সবথেকে বেশি বোকা,0,0,0,,0
অন্য লেভেলে বলে থাকি... আর নাটক সিকান্দার বক্সের ভাষা তো আমরা জাতীয় ভাষায় রুপান্তর করার প্রয়াসে আছি.. জানিনা একে কি বলবো ভাষা বিকৃত করা,0,0,0,,0
সবাই আসলেই টেলেন্ট,0,0,0,,0
গল্পটা অনেক সুন্দর ছিল। ডায়লগ গুলো অত্যন্ত ভালো ছিল। অভিনেতারা অনেক সুন্দর অভিনয় করেছেন। এক কথায় জোস লেগেছে,0,0,0,,0
আমার বাসা চরফ্যাশন দুলাহাট আমি একজন ছোটখাটো ইউটিউবার আমি কিছু মজাদার ভিডিও আপলোড করে থাকি আপনাদের যদি ভালো লাগে আপনার আমার ভিডিওগুলো দেখতে পারেন।,0,0,0,,0
তুমার ভিডিও ওলয়েজই দেখি বাট সাবসক্রাইবার করিনি কিন্তু আজ করলাম....,0,0,0,,0
ফালতু একটা নাটক। কমন স্টোরি। তিশার সেই একই অভিনয়। কোনো বৈচিত্র নেই। সব নাটকে একরকম অভিনয় করে। লুলামি মার্কা যত্তসব,0,0,0,,0
ডেটিং করেছেন নাকি রেস্টুরেন্টে,0,0,0,,0
বেটিংলাইন এত ভালো করছে এই সিরিছে বলার মত না!!!,0,0,0,,0
বাই গনো গনো বিডিও দেন,0,0,0,,0
গানের কথা এবং সুর এবং মিউজিক সত্যি সবমিলিয়ে অসাধারন,0,0,0,,0
খুব খুব হতাশ আমি। ফেসবুকে অনেকের অনেক আপডেট দেখলাম। নিউজ পেপার,0,0,0,,0
কাবিলা আংকেলের চেহারাটা এমন যে,0,0,0,,0
হঠাৎ করে লিফটে কারেন্ট চলে গেলে যে সব মানুষেরা মেয়েদের গায়ে হাত দেবার সুযোগ নেয়।তেমনি একটা ন্যাস্টি ন্যাস্টি ভাব আছে এই আংকেলের চেহারাতে।,0,0,0,,0
চিকনা। বেশি না জাস্ট পাশের দেশ ভারতের সাথে আমাদের খেলোয়াড় দের বডি তুলনা করেন। আমাদের একেকটার হাইট ব্যাটের কাছাকাছি। পাচ ফুট দশের নিচে কোন খেলোয়াড় কে জাতীয় দলে খেলতে দেওয়া উচিত না। রুগ্ন শরীরের কাউকেও না। এসব আনফিট দেহ নিয়ে হঠাৎ হঠাৎ ভাল হয়তো খেলা যায়,0,0,0,,0
সাকিব অলওয়েজ বস😍😍,0,0,0,,0
এমন কেয়ারলেস ভাবনিয়ে এক সময় শ্যালিকাকে জড়িয়ে ধরে আদর করতে থাকে। আদর পেয়ে শ্যালিকার ঘুম ভেঙ্গেযায়। সে চাপা স্বরে বলে,0,0,0,,0
রোকেয়া হিসেবে সারিকা সাবা বেস্ট হবে পলাশ ভাইর সাথে,0,0,0,,0
২৬ মার্চ আমার প্রোফাইল পিকচার পরিবর্তন করি ...এই আমার প্রমাণ আমি ক্ষমা চাই ত্রিশ লক্ষ শহীদের কাছে যারা দেশকে ভালবেসে জীবন দিয়েছে,0,0,0,,0
আমি আছি সব কমেন্ট পরি কিন্তু সব কমেন্ট করিনা,0,0,0,,0
হতাশ হয়ে গালি দেই। আবার দ্বিতীয় ইনিংস দেখতে আমরাই বসি,0,0,0,,0
তার পরিবারের কেউ কিডন্যাপ হয়ে গেছে। অপহরণকারীর দাবি,0,0,0,,0
ভাই নিজেরা কিছু বানানোর চেষ্টা করো অন্যের ডায়লগে এ আর কত?,0,0,0,,0
মনে হলো হিন্দি ফিল্ম বালা 'র স্টোরি সংক্ষেপ দেখলাম। আরও ক্রিয়েটিভ আশা করেছিলাম। হতাশ 😠,0,0,0,,0
"হাই প্রেন, আই এম রিপন ভিডিও, এন্ড আই খেলি পাবজি।",0,0,0,,0
রুবেল বাংলাদেশের সেরা পেসার হয়তো নামের পাশে অনেক উইকেট নাইকিছু ম্যাচের দুই এক ওভার খারাপ বলে ওকে বিচার করা যাবে না রুবেল অনেক হারা ম্যাচ ও জিতিয়েছে,0,0,0,,0
অর নাম একটা অংশ চেইনজ করে আদনান থেকে নাদান রাখা যথার্থ হবে!,0,0,0,,0
এতদিন কোন খবর ছিল না?? দেশে আর কোন বাচ্চা নাই?? এখন নিজে ভিডিও দিয়ে ইনকাম করার জন্য তার শিক্ষার টাকা দেয়া লাগবে!! হায়রে মানুষ তেল মাথায় তেল দেয়। অন্য বাচ্চাকে হেল্প করেন।,0,0,0,,0
পার্ট ২ চাই ✌✌প্লিজ প্লিজ প্লিজ,0,0,0,,0
সেসব বুঝি অন্য এক জীবনের কথা! হঠাৎ ট্রাফিক স্লো হয়ে যাওয়া বাস্তবে ফিরে আসি,0,0,0,,0
অনলি চাচাতো ভাই ইজ রিয়েল,0,0,0,,0
না দেখলে ১০০% মিস করবেন,0,0,0,,0
সৌম্যকে আর দেখতে চাই না।অনেক চান্স পেয়েছে দলে আর না। 🤗🇧🇩,0,0,0,,0
এবার পালা ভোটিং-এর। ভোট করতে প্রতিটি ছবির ক্যাপশনে দেয়া লিঙ্ক ফলো করে যান ইন্সটাগ্রামে,0,0,0,,0
মিউজিক টা ভাল্লাগেনাই।,0,0,0,,0
ওসি মামলা নিলেন না কেন? আমরা রুল দিয়ে দেখি,0,0,0,,0
আগের টাই বেষ্ট।,0,0,0,,0
একটা এয়ারপোর্টে বড়জোর ৪টা রানওয়ে থাকে...,0,0,0,,0
এতো ভালো একটা নাটক ভালো অভিনেতা/নেএি ডিরেক্টর & মিডিয়া সবকিছু এতো ভালো হওয়ার পরেও এডিটিংটা এক্কেবারেই বাজে ছিলো🦍🦍,0,0,0,,0
আরে সেটাই তো তাহলে তাজা নিউজ এর সুমন ভাইয়ের ভয়েস এই চ্যানেলে কেন আসবে,0,0,0,,0
দেশের ফুড যেহেতু সবসময় মিস্ করি আপনাদের ফুড রিভিউ দেখেই আমাদের ভোজন সারতে হয়। আবার দেশে যখন মাঝেমধ্যে অল্প কয়েকদিনের জন্য আসি আত্মীয়-বন্ধুদের বাড়ী দাওয়াত খেতে খেতে রেস্টুরেন্টের এইসব মজার খাবার খেয়ে দেখার সুযোগ আর হয় না।,0,0,0,,0
কপাল আমার তোমায় এই জঘন্য রেস্টুরেন্ট কে রেকমেন্ড করেছে? তার থেকে আমার বাড়ি আসতে দুটো ডাল ভাত ই খেতে যেতে শান্তি করে।,0,0,0,,0
কেচ মিচের কারনে ম্যাচ হেরেছি,0,0,0,,0
রাতে ব্রোর হাইলাইটস দেখবো,0,0,0,,0
এক পর্ব না দেখলে অন্যরা যে কুটনামীতে নিজেদের চেয়ে আর একটু আপডেট হইয়া যাইবো। খাওয়া-ঘুমানোর চিন্তা বাদ দিয়া আসেন হিন্দী সিরিয়াল দেখি। আসলেই মেয়েরা যুক্তি বোঝেনা,0,0,0,,0
ম্যাক্রো ইকোনমিক্সের প্রশ্ন ও এমন কঠিন লাগে নাই। বেশি মেজাজ খারাপ হলে ইংরেজিতে জবাব দিতে হয়,0,0,0,,0
এবাবেই প্রতিবাদ করবে এবার জনগন কারেট হইছে বিচারটা,0,0,0,,0
ভাই অনেক দিন পর অনেক গুলো ফেবারেট গান শুনলাম 🤗🤗🤗,0,0,0,,0
এটা ইনফরমেটিভ ছিলনা।। আপনার থেকে আরো বেশি কিছু আশা করি।।,0,0,0,,0
অন্যান্য রোস্টগুলো যুক্তিযুক্ত হয়,0,0,0,,0
তুই দে স্টোরি,0,0,0,,0
ভাই এদের স্টমাপ কি দিয়ে বানায়,0,0,0,,0
আলহামদুলিল্লাহ সবাই দেখি কোরআন-হাদিসের কমেন্ট করতেসে এখানে মানে বুঝলাম না,0,0,0,,0
তৌহিদ আফ্রিদি বাই আপনে রানা কে একটা সটফিলম বানান দেকতে চাই আপনি আমার আনেক বড ফ্রেন্ড দোয়াকরি বালোথাকেন,0,0,0,,0
হায়রে কপাল কত মানুষ কত কষ্ট করে টাকা ইনকাম করে রিক্সা চালিয়ে ভ্যান গাড়ি চালিয়ে দিনমজুরি করে,0,0,0,,0
ফেমাস হওয়ার জন্য ফেমাস লোকদের নিয়ে কেন ভিডিও করো। পারলে গরিবদের নিয়ে ভিডিও করো।,0,0,0,,0
আসবে কিন্তু আসে নাই।ইন্টার মেডিয়েটের সময় পরিচয় ঘটেছিল এক মেয়ের সাথে,0,0,0,,0
আপু কেমন আছো.আমি তোমার ভিডিও সবসময় দেখি কিন্তুু কেমেন্ট করা হয়না.,0,0,0,,0
স্পর্শের বাইরে ৩ কয়েকটা ভালো নাটকে কাজ করেছিঃ ল্যান্ডফোনের দিনগুলোতে প্রেম,0,0,0,,0
সব ঠিকই আছে ভাই খাবারটা সবসময় ডান হাত দিয়েই খান।চামচ দিয়ে কিছু দৃশ্যে বাম হাতে খেয়েছেন। আমি আপনার ফুড রিভিউ নিয়মিত দেখি।ভালো লাগে আপনার উপস্থাপন। ভালো থাকবেন ধন্যবাদ ভাই।,0,0,0,,0
ভুল।বরংতারা নিজেদের ডিলাইটেড ফিল করবে - না না। - শোনো,0,0,0,,0
ভাই আমি আপনার প্রতি প্রাওটফিল.....,0,0,0,,0
বরং ভেজাল খাদ্য ভেজাল মাছ ও পশু খাদ্য এবং ঔষধের ভেজাল কারীদের মৃত্যু দন্ড দিয়ে তা কার্যকর করতে হবে।,0,0,0,,0
শুধু ছোট খাট চুরি ছিনতাই ও নাশকতার কাজে কাজে লিপ্ত লোককে ক্রসফায়ারে মেরে এবং চল্লিশ বছর পূর্বের কথিত মানবতাবিরোধী অপরাধের অভিযোগে নিরীহ ব্যক্তিগণকে হত্যা করে অপরাধ কমানো সম্ভব নয়,0,0,0,,0
আত্মহত্যা করার আগে সে অনেকবার সিগন্যাল দিয়ে যায়। সে হয়ত কাউকে প্রাণখুলে কিছু বলতে চেয়েছিল,0,0,0,,0
আই লাভ ইউ ভাইয়া,0,0,0,,0
এই রানার কাছে গেলে সবাই ভাইরাল হবে সেটাই স্বাভাবিক কিন্তু অন্য রানা গুলার পারলে পড়ালেখার খরচ দাও,0,0,0,,0
এগুলা দুই দিনের শিল্পী ।ভাবের চেয়ে ভঙ্গি বেশি। কয়েকদিন মাহটিম সাকিব খুব গান গাইসে কিন্তু লাইভ করতে গিয়ে ধরা খেয়ে গেছে। মানুষ বুঝে গেছে সে কত বড় গায়ক।,0,0,0,,0
আমাদের মৌসুমী ক্রিকেটে এর সাপোর্টারা আমাদের ক্রিকেট এর ক্ষতি করে থাকে!!!!,0,0,0,,0
কাবিলা এক পিস❤❤❤❤❤❤,0,0,0,,0
দিন যায় আর তার নাটক ডাউনের দিকে যায়,0,0,0,,0
মিশন নোয়াখালী দেখতে চাই,0,0,0,,0
আমাকে সাপোর্ট করো,0,0,0,,0
আমি আর আমার মেডাম>>>একদিন যাবো,0,0,0,,0
থ্যাংকস ছোট ভাই আফিফ😍😍,0,0,0,,0
লাস্টে দুইজনের মিল না হলেই ভাল হতো...,0,0,0,,0
আদনান দা তোমার প্রেসেন্টেশনটা ভালোই লাগলো ....,0,0,0,,0
আম ঘরি পরি না ভাই নাইচ ভিডিও ভাই,0,0,0,,0
আপরান নিশো & অপুর্ব ভাইয়ের সকল নাটক গুলো দেখার চেষ্টা করি। কিছু নাটকগুলোর স্ক্রিপ্ট এত্তো ভাল আর তাদের অভিনয় এত্তো সুন্দর কিছু বলার ভাষা থাকে না.....মেহজাবিন অসাধারণ অভিনয় করেছেন.। নাটকের সকল কলাকৌশুলীকে ধন্যবাদ। নাটকটি ইউটিউবে আসার পরেই ডাউনলোড করেছিলাম কিন্তু ব্যস্ততার কারনে দেখা হয়নি।,0,0,0,,0
বিলিভ মি (জানি করবা না,0,0,0,,0
সাউন্ড কোয়ালিটি অনেক খারাপ একটু আওয়াজ টা বাড়ানো যায় আশা করি,0,0,0,,0
রেকোমেন্ড করে ত ভালই করেছে এটলিস্ট আমারোও জানতে পারলাম যে মহিলা টিভিতে এত বড় বড় কথা বলে আর পিছনে রেস্টুরেন্ট এর নামে গলা কাটে এমন টা দেখানোর জন্য ধন্যবাদ দেওয়া উচিত।,0,0,0,,0
বড় দুঃখের সাথে জানাচ্ছি যে বাংলাদেশ এয়ারলাইন্স ফেসালিটি খুবই খারাপ বিমান স্টাফদের ব্যবহার একদম মূর্খদের মত এরা যে পড়ালেখা শিক্ষিত বোঝাই যায়না তারপরে হলো বিমান বাংলাদেশের চুরি নাম্বার ওয়ান মাশাআল্লাহ আমাদের দেশের বিমান আমরা ব্যবহার করতে ভয় পাই তাই বাধ্য হয়ে অন্যদেশের এয়ারলাইনস ব্যবহার করি,0,0,0,,0
ডিজিটাল দেশে সামথিং নিউ এটা একটা ফ্যাশেন হয়ে গেছে.,0,0,0,,0
আমরা পাবলিক সব্বাই ডালপুরি,0,0,0,,0
ভাই একটা জিনিস ভালো লাগলো আমার কাছে আমাদের কাছে কোন মানবতা আছে ইনশাল্লাহ থাকবে আই লাভ ইউ ব্রো 😍😍,0,0,0,,0
দেড় মাস পাগল ছিলাম কথা টা বেস্ট ছিল।।,0,0,0,,0
ভাইয়া এই ভিডিওতে লিখার জন্য যে বোর্ডটা ব্যবহার করেছেন সেটা কোথায় পাওয়া যাবে ? এই বোর্ড এর নাম কি ? যদি জানাতেন উপকৃত হতাম।,0,0,0,,0
ফিনিশার। অন্যজন চোখে দেখার জন্যও তৃপ্তিদায়ক,0,0,0,,0
হাবু ভাইয়ের এক্টিংটা জোস ছিল 😂,0,0,0,,0
আমাদের বস মাশরাফি ভাইয়ের মতো এমন একজন ক্যাপ্টেন কে পেল বাংলাদেশ ১৯ দল জাতীয় টিমে খেলে আমাদের আইসিসি ওয়ার্ল্ড কাপ তোমরাই ঘরে নিয়ে আসবে,0,0,0,,0
ভাই লাইপ টা আমারো হয়ছে😭😭😭😭,0,0,0,,0
ব্লকটা অনেক ভালো লাগলো,0,0,0,,0
সবচাইতে ভালো লাগল এলাকার সিন গুলো দেখে ও ভোলার কে কে আছো লাইক দিয়ে যাও,0,0,0,,0
কেন জানি আমার কাছে নিশোর সাথে মেহজাবিনের চেয়ে তানজিন তিশাকেই পারফেক্ট লাগে...,0,0,0,,0
...কালকাতা দিয়ে সমগ্র বাংলাকে ইন্ডিকেট করা যায় না ....কলকাতার বাইরেও অনেক কিছুই আছে কিন্তু বাংলায় ...,0,0,0,,0
এই গান এতো ভিউ হয় কেমনে?লিরিক্সগুলা শুনে মনে হচ্ছে কবিতার লাইন মিলাইছে,0,0,0,,0
যে যত কথাই বলেন না কেন মজার মানুষ মজার কথা বলেন কিন্তু দেশের একজন রাস্ট্র পতি সবসময় এতটা ওয়েটলেস হওয়া তাকে মানায় না।,0,0,0,,0
আর কত কপি করবা😂😂,0,0,0,,0
ভিডিও আর তার টাইটেল তো মিল নেই 😂,0,0,0,,0
এবং বিশ্বের সেরা আক্রমণভাগ। ভেনিজুয়েলা ম্যাচে দুর্বলতাঃ অভিজ্ঞ স্ট্রাইকার না থাকা,0,0,0,,0
গান টা ভাইরাল করছে কারা জাতির কাছে প্রশ্ন,0,0,0,,0
নোয়াখালি রাস্ট্রের কাবিলা বেস্ট,0,0,0,,0
আমাদের রাজশাহীর রিভিউ গুলো কবে দিবেন?,0,0,0,,0
এখন ইউটিউব চ্যানেলের যে পরিমাণে এড দেয় বাংলা চ্যালেনে এত এড দেয় না,0,0,0,,0
বাংলাদেশে অনেক রেস্টুরেন্ট এ ভাত ফ্রি😂😂😂😂😂😂😂;,0,0,0,,0
এমন হিট সং আরও চায় এই গানটা খুব সুন্দর লাগলো;,0,0,0,,0
তাহলে দেরি না করে জলদি লাইক দিন এই পেইজে মেসি;,0,0,0,,0
কমেণ্ট করার মত ভাষা হারিয়ে ফেলেছি,0,0,0,,0
আমাদের সমাজকে বদলে দেওয়ার জন্য অবশ্যই আমাদের সবার এভাবে এগিয়ে আসা উচিত। তাহলে বদলে যাবে আমাদের সমাজ। দেশে থাকবেনা কোন পথশিশু।। সবশেষে বলতে চাই আমার দেখা সর্বশ্রেষ্ট ব্লগ হচ্ছে এটা 👌👌;,0,0,0,,0
তার আত্মীয় আসবে আসে না ২৩ জনের মধ্যে ১ জন ইতিমধ্যে মারাও গেছেন বাকিদের জন্য কোর্টে পিটিশন করা হলো... পাবনা মানসিক হাসপাতাল বলছেন;,0,0,0,,0
একটু ঘুরে আসুন দেখবেন মন ভালো থাকবে। বাহিরের সুন্দর জায়গা গুলোর ভিডিও বানান। একদিন ভালো ট্রাভেল ভ্লগ ইউটিবার হয়ে যাবেন। ঘরের জানালা দরজা খুলে রাখুন। বাবা মা ভাই বোনদেত সাথে সময় কাটান। বৃষ্টি তে ভিজুন। ;,0,0,0,,0
কিন্তু আপনি জানেন কি এটা আপনার মানসিক ভাবে অস্বাভাবিক করছে দিনে দিনে। টিকটিক ভিডিও দেখতে ভালো লাগে কিন্তু যারা বানাচ্ছে তারা নিজেরা দিনকে দিন মানসিকভাবে অসুস্থ হয়ে যাচ্ছে। বাইরে বের হন,0,0,0,,0
ভাই ঘরে বসে বসে এরকম ভিডিও কম বেশি অনেকেই করতে পারে,0,0,0,,0
"হ্যাঁ, স্বাদে একটু ঘাটতি পড়বে বটে। কিন্তু, খুব অখাদ্য হবে না। ডেইরি প্রোডাক্ট আমরা আদর করে খাই বটে, কিন্তু সেগুলো খুব যে ভাল জিনিস, তা বলা যায় না। বিশেষত, বিরিয়ানি, যাতে কিনা এমনিতেই প্রচুর এলডিএল থাকছে, তার মধ্যে আবার আমরা খানিক দুধ, ঘি, দই, মাওয়া ঢেলে দিয়ে খাই। তাতে জিনিসটা খুব মুখরোচক হয় , তাতে সন্দেহ নেই; কিন্তু নিয়মিত খেতে থাকলে দেহের যে বারোটা বেজে যাবে, তাতেও কোনো সন্দেহ নেই। দুগ্ধজাত জিনিসের একরকম ফেভার থাকে যার জন্য মূলত ল্যাক্টোজেন দায়ী। আর্টিফিসিয়ল ল্যাক্টোজেন ফ্লেভার তৈরি হয়েছে, কিন্তু উন্নত বিশ্বের বৃহদায়তন দুগ্ধ ব্যবসায়ীদের আপত্তিতে তা বাজারে আসতে পারেনি। একে হয়তো হয়তো ঘিয়ের বদলে আমরা নারকেল তেল দিয়ে রান্না করতাম, দুধের বদলে দিতাম সয়ামিল্ক। তাতে একটু হলেও ব্যালান্স হতো আরকি :) ;",0,0,0,,0
খুন ডাকাতির চেয়েও মারাত্মক... অথচ এই বিষয়গুলো কখনোই সিরিয়াসলি দেখা হয় না। মিডিয়াতে আসলে হয়তো কিছুদিন একশন চলে;,0,0,0,,0
ভাইয়া আমি ইঞ্জিনিয়ার হতে চাই;,0,0,0,,0
দেশের ক্রিকেট বোর্ড অার অাবেগি ক্রিকেট ফ্যান;,0,0,0,,0
আসায় থাকি এরক খেলা দেখার জন্য আসলে আমাদের দেশের অনেক উন্নতি হয়েছে আসায় রইলাম পরবর্তী এরকমের খেলা দেখার জন্য অয়েলডান বাংলাদেশ;,0,0,0,,0
এই জয়ের ধারা যেন ওয়ার্ল্ড কাপে ধরে রাখতে পারে দোয়া করি বাংলাদেশ ক্রিকেট টিমের জন্য।;,0,0,0,,0
রোস্টটা খুব টেস্ট ছিলো 😁😂😂😂;,0,0,1,,0
পারভেজ ভাইর গান গুলোকে যারা ডিসলাইক করেছে তাদের মনে হয় মাথার সমস্যা অাছে ;,0,0,0,,0
আমি আপনার খুব বরো ফ্যান;,0,0,0,,0
লাভ ইউ। (এই প্রথম বল্লো!) আমি থতমতো খেয়ে - হ্যা;,0,0,0,,0
সব ঠিক ভাল বাট সেম ডান্স সব গানে🙄;,0,0,0,,0
কিয়ের চিল 😂😂😂😂;,0,0,0,,0
তাবিব ভাই আপনি হিরো,0,0,0,,0
গান টি সুপার হিট শুনলে শুনতে মন চাই;,0,0,0,,0
শুরুটা কিন্তু জোশ ছিলো থাপ্পর টা ✋🤣🤣 ;,0,0,0,,0
ইন্ডিয়া ক্রিকেট বোর্ড এর সভাপতি সৈ|রভ এবং আমরা দেখতে চাই বিসিবিতে মাশরাফি;,0,0,0,,0
এই গ্নটএই ম্যাশ আপ খুজতে খুজতে পুরা ইউটিউব কাপিয়ে অবশেষে পেলাম। দোকান থেকে বক্সে প্রতিদিন বাজায় কিন্তু শরমে চাইতে পারিনা। থ্যাংক্স ইউটিউব। থ্যাংক্স শিল্পীকে।;,0,0,0,,0
তোমার হেটার্স থেকে ফ্যান হলাম অাজ। চ্যানেল সাবক্রাইভ করে নিলাম;,0,0,0,,0
হ্যাঁ ফিরি কেমন আছে আমি ভালো আছি ভালো লাগে যখন দেখি তুমি তোমার মা মানে হচ্ছে তোমার গার্লফ্রেন্ড তাকে নিয়ে সব সময় তোমার মন্তব্য সব সময় তোমার হাসি সব সময় তোমার অনেক কৌতুহল থাকে আজকে আরো বেশি ভালো লাগলো যে এখনো তুমি তোমার মায়ের হাতে মাখা ভাত খাব সব সময়ই তোমার ভিডিও দেখতে পারি না আগে বসে কেন বলি কাজের প্রেসার থাকে ফানি লাইফটা ইনজয় করি যখন তোমার ভিডিওগুলো দেখি আই লাইক ইট;,0,0,0,,0
