TEXT,Annot-1,Annot-2,Annot-3,Source,classes
সন্ত্রাসী হাসিনার আগেইন্সটে  একদফার আন্দোলনের ডাক দিন। আমরা সাড়া দিব।,1,1,1,,1
করোনা কালিন টাইম এ শেখ হাসিনা গার্মেন্টসের শ্রমিকদের ৬০% বেতন দেওয়া পারমিশন  দেয়। এর কারন শ্রমিক হচ্চে জেনারেল পিপল। তারা সরকার কে কিছু বলতে পারবেনা। দেশে সাধারন মানুষের কস্ট বুঝার দরকারী বলে মনে করেন না কি তিনি ??,1,1,1,,1
এ সরকার বঙ্গবন্ধুর আইডিয়াল এর সাথে বেঈমানী করেছে ,1,1,1,,1
প্রশাসন কিসের লোভে শেখ হাসিনা কে পাহারা দেয় বুঝিনা।,1,1,1,,1
রিমেম্বার  জনগণ.... আমি মরে গেলেও যেনো হিন্দু শেখ হাসিনা কোনো ভাবেই এই বাংলাদেশ ছেড়ে পালিয়ে চলে যেতে না পারে,1,1,1,,1
সরকার পা চাটা স্লেভ  জা বলার জা করার আমাদেরকেই করতে হবে,1,1,1,,1
ছাত্রলীগ রেপিস্ট ,1,1,1,,1
"এ দেশের সবথেকে বড় এনেমি  এখন পুলিশ, এদেরকে গুন্ডায় পরিণত করেছে বর্তমান সরকার। এরা হলো সরকারি গুন্ডা।",1,1,1,,1
এর জন্য সরকার দায়ী। বিকজ ইললিগাল সরকার। এই সরকার পুলিশ কে পাওয়ার দিছে তাই পুলিশ জনগনের তাদের ইচ্ছে মত গুলি করে আর হত্যা করে।,1,1,1,,1
বাংলাদেশ এ সরকারের টাইম এ  ক্রান্তিলগ্ন পার করছে। কারন বিচার ব্যবস্থা নেই বলে।,1,1,1,,1
"জোস হয়েছে,, এখন আ লীগ বাদে,পুলিশের আগেইন্সটে  রুখে দাড়াতে হবে,,তা না হলে এসব বর্বর নির্যাতন, হত্যাকান্ড,হয়রানি হতেই থাকবে,,,",1,1,1,,1
বেহায়া সেইমলেস  স্বরাষ্ট্রমন্ত্রীর তোর একটু শরম থাকলে তুই আজকেই পদত্যাগ কর,1,1,1,,1
যে দেশে সরকার প্রধান নিজের পথের কাঁটা সরানোর জন্য ৬৫ জন আর্মি পারসন কে হত্যা করে। সে দেশে একজন ইউ এন ও মারা কোন ব্যপার না।,1,1,1,,1
"যেদিন ৫৭ জন রেস্পন্সিবল  অফিসার কে মেরে দিয়েছে, সেদিন থেকে বাংলাদেশ নিজের স্বাধীনতা হারিয়েছে।হাসিনা বাসার আল আসাদের মত টিকে থাকতে চাই।",1,1,1,,1
বিএনপি দেশকে ধ্বংস করে দিয়েছে। আর আপনারা বিএনপির দালালি করেন লজ্জা করেনা।এরা বিএনপির টেররিস্ট ,1,1,1,,1
বিএনপির লোকজনের খেয়ে দেয়ে কোন কাজ নাই বাসায় বসে টাইম পাস করছে। দেশের জন্য কিছু করা এই দলের পক্ষে পসিবল নয়। ঘরে বসে মজা দেখা ছাড়া এদের কোন কাজ নাই। দুই দিন পর পর উষ্কানিমুলক বক্তব্য দেয়ায় এদের কাজ,1,1,1,,1
আদালত এখন শেখ হাসিনার রিমোট কন্টলে চলে,1,1,1,,1
সবই মাননীয় প্রধানমন্ত্রীর খেল।শুধু বুঝতে ডিলে  করা...,1,1,1,,1
এটা হাসিনার আদালত1,1,1,1,,1
সারা জীবন শুনে এসেছি আইন-আদালত সবার জন্য একুয়াল।  এখন দেখুন শেখ হাসিনার কোথায় আইন-আদালত চলে। তাহলে এসব আদালতের থাকার কি প্রয়োজন?,1,1,1,,1
আওয়ামিলীগ লাইয়ার পার্টি।  আওয়ামিলীগ ৯৯% চোর1,1,1,1,,1
শালা মাদার চোদ ব্ল্যাক সিপ আওয়ামীলীগ ,1,1,1,,1
আওয়ামী লীগ বাংলাদেশে কামাল আতাতুর্কের রেস্পন্সিবিলিটি  পালন করছে,1,1,1,,1
আওয়ামীলীগ নয় এই যেন এক পাপিষ্ঠলীগে কনভার্ট  হয়েছে,1,1,1,,1
যে দেশের প্রধানমন্ত্রী নামাজ পড়ে আবার পূজা ও করে তাদের ধারা সব কিছু পসিবল ।আবার তার তথ্য উপদেষ্টা গির্জায়ও যায় ।,1,1,1,,1
"উনি জায়নামাজ খুজি বলছেন।নামাজ পরি বলেননি।নামাজির জায়নামাজ খুজা লাগেনা,জায়নামাজ স্পেসিফিক প্লেস এই  থাকে",1,1,1,,1
"তারা পারে। বিকজ  সকাল টা স্টার্ট  করে নামাজ দিয়ে, আবার মাঝে মাঝে দাদার কাছে গিয়ে কপালে তিলক ও লাগায়। তাই ওরা ইসলাম নিয়ে এমনটি করে।",1,1,1,,1
যে দেশে প্রাইম মিনিস্টার  জনগণের কাছে মিথ্যা কথা বলতে পারে সেদেশে সবকিছু পসিবল ।,1,1,1,,1
ভাই মাননীয় প্রধানমন্ত্রী ধর্মের নামে পলিটিক্স  করে,1,1,1,,1
আওয়ামীলীগ সরকার যত দিন থাকবে ততদিন দেশের মানুষ পিসফুল্লি  ঘুমাতে পারবেনা,1,1,1,,1
শালীরে গালি দিলাম ম্যাসেজে। এরপর ট্যাগ কইরা একটা পোস্ট দিসিলাম নোটিফিকেশন ও গেসিলো মাদারচোদ এ ট্যাগ সরে নিসে। ,1,1,1,,1
হালার পো হালা রহিঙ্গার বাচ্চা তুই আর  তুই বাংলাদেশ এর ভিসা  পাবি কেমনে দেইখ্যা নিমু। ,1,1,1,,1
"এই শুয়ারের বাইচ্চা তুরে কি কুত্তায় চুদে জন্ম দিছে? নাকি শুয়ারের চুদায় হয়চস।তোর পেজের ফলোয়াড়গ চুদি , হেটারগড়েও চুদি। ",1,1,1,,1
হালাগোরে যে কি কমু মাঝে মাঝে বুঝতে পারি না !! হাউস হোস্টিং এর মতন সোশ্যাল গ্যাদারিং ড্রিঙ্কস আলউড না বোকাচোদার ভুইল্লা গেসে।  ,1,1,1,,1
তোর মালু চুদি রে এক লাথি মেরে ভারতে পাঠাবো হাইলাইটস দেখ আগে মাগী তারপর স্লাজিং করতে আইস  🇧🇩,1,1,1,,1
শুয়োরের বাচ্চা তুই মানুষ না জানোয়ারের বাচ্চা...একটা বাচ্চারে হারাজ কোর্সস তারপর আবার সেক্স করতে চাষ ?? সামনে পাইলে জিন্দা bbq কইরা লাইতাম ,1,1,1,,1
"শুরয়োরেরচুদা ডান্ডি,,তোর মা'খানকিরে তোর জারজ বাপ মালাউন মোদী চুদে তোর বার্থডে পালন করসিলো??",1,1,1,,1
বেশ্যারপোলা নাপাক জাত ডান্ড নাপাক ফেস লইয়া হিরো হইতে চাস ??  হেডার হেল্প করবি ??,1,1,1,,1
তোর মা'খানকির ভোদায় দম থাকলে বল তুই বাংলাদেশের কোন কোণায় আছিস তারপর তোর মাঘীরে হাসবেন্ড সহ জ্বালিয়ে মারবো স্টুপিড পিউপিল ,1,1,1,,1
"কিরে ভোদামারানীরপোলা শালা হিজড়া স্মার্টনেস তো নাই তারপর সাথে বাজে স্মেল , সেড ফেস নিয়ে সামনে আসবি না মাগি। ",1,1,1,,1
"রেস্পেক্টেড স্পিকার  তোর চৌদ্দগোষ্ঠীর মায়েরে চুদি,,,তোর ডান্ডির মায়েরে চুদি",1,1,1,,1
"শেখ সেলিমএর পুটকীর ভিতর গরম ডিম দিয়া স্টার্টার হবে , লাঞ্চ এ থাকবে রড এর শেকা আর ডেজার্ট এ থাকবে কোল্ড সার্ভার। ",1,1,1,,1
ফুটানো পানি ওর জেনিটাল দিয়ে ঢুকাতে হবে।,1,1,1,,1
শুয়ারের বাচ্চা তোদের এতো অপর্চুনিটি দিয়েও তোর মাকে ঠাপানো হয় না দ্বারা এইবার সামনে পাইলে সিকিউরিটি ক্যামেরা এর সামনে  ঠাপাবো এরপর ভিডিও লিক করমু ইন্টারনেটে। ,1,1,1,,1
এই ধ্বজভঙ্গের মেন্টালিটি এখন খাড়ায় না সিডিউস কইরা কি বাল ফালাবে ? এইগুলারে ট্রান্স সিনেমায় সেক্সি রোল দিতে হইবো। ,1,1,1,,1
চটি বইয়ের লেখক মাদার চোদ ভট্টাচার্য সিভিয়ার মেন্টাল ডিসর্ডার সিনড্রোম না থাকলে এমন বই লিখা পসিবলে না। ,1,1,1,,1
এই সিরিযে সুইমিংসেলিব্রিটি খানকির সাথে আরো শয়তানরা হাতের তালি দিছেচ এরা হইলো রেপিস্ট সিন্ডিকেট। ,1,1,1,,1
বাল করবো তারা চোরি ছাডা বাল ডা বুঝে না সুসাইড নোটে তোর নাম লিখ্যা দিবো হালায়। ,1,1,1,,1
তোরে এবিউস রেপ  করা দরকার মাদার চোদ হাসিনা কুত্তার বাচ্চা কুত্তা লীগ দের জন্ম বেশশা পাড়ায় মাদার চোদরা,1,1,1,,1
ঐ খানকির মাইয়া বেশশা এই মাগীটা এক্সপেরিমেন্টাল এক্সপেরিয়েন্সএ এক্সপার্ট। ,1,1,1,,1
আমার অসাম্পশন এই চটি বইয়ের লেখক মাদার চোদ ভট্টাচার্য,1,1,1,,1
এবরশন এর আগে তোকে তোর মার ভুদার ভিতর দিয়ে ১০ বার ঢুকাবো আর ১০ বার বাহির করবো । ,1,1,1,,1
ফকিন্নি বস্তি জানোয়ারের বাচ্চা! বেজ্জন্মমার ঘরে হইসোস ওয়েইট্রেস হইয়া ওয়েস্টার্ন ওয়ার্ল্ড চোদাস ?,1,1,1,,1
"রয়েল সোসাইটিতে  কি করস তুই ফকিন্নি?যা রাস্তায় গিয়া মাগি গিরি কর......বেজন্মা,জন্মের নাই ঠিক,,অশিক্ষিত রাস্তার বস্তি পচার থেইকা উইঠা আইসোস",1,1,1,,1
ফাকিং রেইপ  ক্যাপিটাল . আমাদের  দেশ  প্রতিদিন  ধর্ষিত  হচ্ছে . এর  কোনো  শেষ  নেই .. ফাকিং  ল  এন্ড  অর্ডার ..,1,1,1,,1
রানু  মন্ডল  রান্ডি  শালী খালি ওকে নিয়ে নিউজ ?? এইগুলা কালচারের ক্রাক ,1,1,1,,1
মাদারীর বাইচ্ছা ওয়েট কর আগের জায়গায় আসার গেমিং করবি না ?? গেমের হইয়া দেখা পারলে।        ,1,1,1,,1
"ওদের ডেথ পেনাল্টি  দেওয়া ভুল হয়েছে,, খানকির বাচ্ছা দের, সারা জীবন সাফার করা নেসেসারি  ছিল ????        ",1,1,1,,1
এই  মাগিকে  আবার চ্যাটিং করতে দেখলে  জুতো  দিয়ে  মুখ  ফাটাবো . দেখলে  মাথা  গরম  হয় .... ভিখারি  মাগি         ,1,1,1,,1
এইগুলারে  DU এর  মতো  ভার্সিটি  থেকে  লাত্থি  দিয়ে  বের  করে  দেয়া  উচিত...,1,1,1,,1
এর  সম্পর্কে  কোনো  কমেন্টস  করতেও  রুচিতে  বাদে .        ,1,1,1,,1
চুপ  বোকাচোদা  ফালতু  কথা  বন্ধ  কর.  জায়ান্ট জুনিয়র্স রা চ্যাম্পিয়ন হয় র তোমরা বাল ফলাও ??,1,1,1,,1
রানু মন্ডল তো ন্যাশনাল জোকার।  রানু মন্ডলের গালে গালে জুতা মারো তালে তালে।        ,1,1,1,,1
ক্যামেরা  করতে  শিখ  বোকাচোদা  তারপর  চুলকাতে  যাবি        ,1,1,1,,1
অহংকার পতনের মূল. শালী ঢেমনী মাগী.বেইমান  টিউশন এর নামী স্টুডেন্টদের ফিউটার বিক্রি করে দিতেসে। ,1,1,1,,1
"আমার মনে হয় তুমিও ওই সব কাজে লিপ্ত আছো শালী প্রস্টিটুটে। এক্সপেন্সিভ গিফট কিনি, তুই মাগীগিরি চোদাস ?       ",1,1,1,,1
তোদের মতো ছেলে মেয়ে দের ট্রিটি ই করা উচিত না  😠 ছিঃ ছিঃ ছিঃ 😤বাইরের কাউকে পেলি না তোরা ।,1,1,1,,1
তুই কি বাল ছিড়তে গিয়েছিলি। নিজেকে ডিফেন্স না করে ডিটেল্সে বল। ,1,1,1,,1
এইসব  মাদারচোদ   যারা  পশুদের  থেকেও  খারাপ  তারা  এখনো  বেঁচে  আছে ...কি  দেশে  বাস  করি?? ভেরি মাচ ডেমোটিভেটিং। ,1,1,1,,1
ওকে  গালাগালি দিলে ও রাগ মিটবে না।রাস্তার কুকুর এর থেকে লেস ডেঞ্জেরাস ।,1,1,1,,1
"তুই একটা মাগি, এর থেকে শর্ট ডেফিনেশন আমার জানা নাই। ",1,1,1,,1
"উনিভার্সিটিতে থিসিস হবে কিভাবে ?? থিওরি পড়ে খালি বালডা ফেলায়, প্রাকটিকাল করবে আবার কোন সময় ?",1,1,1,,1
"শালা কুত্তার বাচ্চা তুই ধর্ম নিয়ে বাড়াবাড়ি করিস মাগার পোলা.... থেরাপির কথা বইল্লা ননসেন্স , টক্সিক কনভার্সেশন কোর্স লাইম লাইটে থার জন্য। ",1,1,1,,1
পডকাস্ট তো দেখলাম + কমেন্টও করলাম পড়লেন তো না জাস্ট বলতে চাই  ইলিয়াস দিয়ে তোর মারে বোইনেরে চুদাইয়া রাখিস,1,1,1,,1
খানকিরপোলা মূর্খচোদা তুই অামার হেডার ফ্রেন্ড। ,1,1,1,,1
তুই বালের স্বাস্থ্যকর লাইফস্টাইল মেনে চলবি ,1,1,1,,1
তোর একাউন্ট হ্যাক হয়েছে ভালো হয়েছে । অনলাইন এ যেইসব একটিভিটি করছ।  চি চি।।।। ,1,1,1,,1
আমি তোমার সঙ্গে কমুনিকেশন রাখতে চাই না। ফাক ইউ।,1,1,1,,1
তুই আমারে বোরে কইরা ফেলতেসোস।  এখনই লিভ না নাইলে খুন কইরা ফালামু।,1,1,1,,1
ওরে চোদনা প্রপার পেনাল্টি দে নাই রেফারি .....বাল খেলবে। ,1,1,1,,1
" ""এনটারটেইনমেন্ট"" সেকশন খালি অ্যাডাল্ট মুভি , আবার বলে বাইঞ্চোদের নাকি হাউসফুল থাকে ?? ",1,1,1,,1
পুরুষ ক্রেজি পাগলা কুত্তা?,1,1,1,,1
"নারী হলো শয়তানের জাল,শয়তান অল টাইম ভালোর বিপরীতে থাকে,সুতরাং মৌলানা আহমদ শফির  কথার অপজিটে থাকবে তারা।এজন্য আল্লাহর নবী রাসূল( স)  বলেছেন,সব চায়তে বেশী জাহান্নমী হলো নারী জাতী।",1,1,1,,1
"রাইট ,ঐ মেয়ে কত খারাপ নিজেই,প্রুভ করেছে ",1,1,1,,1
এরা বেইশ্যা। এদের ডেস্ট্রয় নিশ্চিত। ,1,1,1,,1
মহিলারা বেশি লোভি তাই আন্ডারস্ট্যান্ড করতে পারে নাই,1,1,1,,1
মেয়েরা অনেক লোভী তাই এদের লাক এ এমনটা লেখা ছিল,1,1,1,,1
সব ফল্ট দিপুর! কিন্তু মেরিড লুচ্চা নারীগুলা একেবারে তুলসীপাতা,1,1,1,,1
পুরুষ তার নিজের যৌন-উত্তেজনা ট্যাকেল দেবার শিক্ষা অর্জন করে না I আর তার জন্য মেয়েদেরকে বোরখা-হিজাব দিয়ে মুড়ে রাখে I মেয়েদের চুল দেখলে যদি পুরুষের এক্সসাইটমেন্ট  হয় তবে পুরুষের চুল দেখলে কেন মেয়েদের উত্তেজনা হবে না ? সুতরাং পুরুষদেরও মাথায় হিজাব করা উচিত I,1,1,1,,1
এই ধরনের মেয়েদেকে কোনোদিনও ফরগিভ করতে হবে না। মাগি। ,1,1,1,,1
ভাইয়া আপনাকে বিট্রেয় দিয়ে এই মেয়েটা অন্য একটা ছেলেকে বিয়ে করেছে দেখছেন কোনদিন হ্যাপি হতে পারে নাই লোভে পাপ পাপে মৃত্যু এসব মেয়েদের এমন করা উচিত,1,1,1,,1
তোরা তো চুদতে পারস না। তাই আমরা তোর মাতা বোনদের চুদে করি। খানকির পোলা। তোদের ডেস্ট্রয় হবেই ,1,1,1,,1
খানকি মাগি সোসাইটি টাকে নষ্ট করে ফেলতেছিস ।,1,1,1,,1
খানকির পোলা তোর মারে কাউয়া দিয়া উড়াইয়া চুদি বেশ্যার পোলা সেট আপ ,1,1,1,,1
এগুলা রাস্তার গার্ল বেশ্যা  ,1,1,1,,1
"ভীষণ রকম উগ্রতা ব্রেন ধারণ করেই এই দুই নারীবাদি এখানে এসে ডায়ালগ বলছে রোকেয়া কবির (নির্বাহী পরিচালক, বাংলাদেশ নারী প্রগতি সংঘ) এবং আরিফা রহমান রুমা ",1,1,1,,1
সৃষ্টির শুরু থেকে নারীরা পুরুষের দ্বারা টর্চার্ড নির্যাতিত। সব দেশে কম বেশী এ ধারা বিদ্যমান। তবে বাংলাদেশে নাউ এ ডেস যা শুরু হয়েছে তা ট্রুলি অসহনীয় 😢  ,1,1,1,,1
নারীর ডেভেলপমেন্ট করতেছে তো। তাইতো জায়গার জায়গার ধর্ষণের শিকার হচ্ছে নারীরা। আর আপনে ধর্ষনের কারিদের ফাঁশি দিচ্ছেন না।,1,1,1,,1
পুরুষরা রাস্তায় ঘুরতেছে জব পাচ্ছে না আর আপনে নারী নিয়ে পড়ে আছেন। খানকি পিপল ,1,1,1,,1
"লিঙ্গ সমতায় আনতে হলে ফার্স্ট এ গর্ত ফিল আপ করতে হবে পরে গাছ লাগাতে হবে,, আর তা না হলে আগে গাছ কাটতে হবে পড়ে গর্ত করতে হবে 🤐🤐🤐",1,1,1,,1
লিঙ্গ সমতা কস্মিনকালেও পসিবল নারে পাগলা,1,1,1,,1
কোথায় বয়েস আর কোথায় গার্লস কার সাথে কি পান্তা ভাতে ঘি।হ্যাসকর ,1,1,1,,1
আহারে আল্লাহ কতো বিউটিফুল করে তৈরি করেছেন নারী কে রেস্পেক্ট দিয়েছেন আর এরা বলে সমতায়ন ??,1,1,1,,1
তোর মত মাগি বেইশ্যা ইসলাম ছাড়ণলে কি বাল আসে যায়।।হেডার লাইফ দিয়া কি করবি ,1,1,1,,1
"আত্মমর্যাদা একটা বিগ থি। লাইফ এ আর নারীরা আর দেশে যেভাবে নারীরা পুরুষদের হাতে নির্যাতিত হচ্ছে সকল নারীকেই নিজের পারে দাঁড়িয়ে আত্মমর্যাদাবান হওয়া প্রয়োজন,ইমোশনাল  কথা,আর রিলিজিওন এর দোহাই দিয়ে সব হবে না বাস্তবতার মুখোমুখি হও",1,1,1,,1
মেয়েরা কি পুরুষদের সারভেন্ট হয়ে থাকবে নাকি?,1,1,1,,1
নারীর এমপাওয়ারমেন্ট  করা যাবে তবে পর্দা বজায় রেখে। যেহেতু পর্দা করে সব ওয়ার্ক  করা যায় না। তাই নারীর বাইরে যাওয়াটাও নো নিড।তাছাড়া নারী নেতৃত্ব ইসলামের দিক থেকে হারাম,1,1,1,,1
আমরা চাই সব মানুষ ইকুয়াল রাইট ভোগ করবে সে নারী হোক পুরুষ হোক কিংবা হিজড়া হোক।,1,1,1,,1
"""পুরুষ নিজেই তো আজ প্রিসনড, নারীর উষ্ণ চামড়ার খোঁজে""  আমি চাই পুরুষ নিজেকে আন্ডারস্ট্যান্ড করুক ?তারই মুক্তি নীডেড সবার আগে।",1,1,1,,1
নারীবাদ কি ফ্যাশন ? নারীবাদীরা কি রাস্তায় মূত্র বিসর্জনের অধিকার চায় ? নারীবাদীরা কেন নারীবাদী ?,1,1,1,,1
নারী পুরুষ কখন ইকুইলিটি তে  আসতে পারে না। পুরুষ পুরুষই আর নারী নারি_ই। হাওএভার  যে নারি পুরুষের জায়গা নিতে চায় আন্ডারস্ট্যান্ড করতে হবে সে কখন নারী ছিল না।। এসব নারীরা পশ্চিমা কালচার এ  বিশ্বাসি। এরাই রুলস ব্রেকার । এদের জন্য দোযখের আযাব ওয়েট করছে।,1,1,1,,1
ফেমিনিজম ইজ ক্যান্সার । এগুলু সব ধান্দাবাজি ,1,1,1,,1
যে নারী বিয়ে করতে চায় না বুঝতে হবে সে সেক্স বিশ্বাসি..তাদের আর বেশ্যাদের মধ্যে কোন ডিফারেন্স  নেই,1,1,1,,1
যতো অসুন্দ ও আগলি নারী আছে তারা কারো পার্টনার হতে পেরেই কিন্তু নারীবাদী হয়ে উঠে৷,1,1,1,,1
"বিয়ে করতে না চাওয়া""নারী-পুরুষ উভয় বিয়ে না করতে চাওয়ার রিসন সোশ্যাল রেসপনসিবিলিটি এড়িয়ে চলা, বেহায়াপনা করতে পারা।",1,1,1,,1
"বাহহ। পুরুষ বহুগামী, তাই নারীদেরও বহুগামী হতে হবে। পুরুষ খারাপ কাজ করবে,তাই নারীদেরও খারাপ কাজ করতে হবে। ওয়াও। হোয়াট এ লজিক।",1,1,1,,1
"নারীরা জানে আমরা হলাম ঝামেলার পাহাড়, যতো সমস্যা / ঝামেলা / অশান্তি নারীর। সাথে সাথে পুরুষদের ঝামেলাও বাড়ায়!!",1,1,1,,1
"নারীরা জানে তারা বাস্টার্ড/ ননসেন্স হয়ে যাচ্ছে, নারীরা জানে বিয়ে করলে তারা আর বেহায়াপনা করতে পারবে না! এমন নারীদের সোসাইটি থেকে বের করা উচিত ",1,1,1,,1
"যারা নারী রাইটস নিয়ে সোলগান দেয়, তারা আসলে নারীদেরকে ভোগের পর্ন বানানোর থিঙ্ক এ মিছিল মিটিং করে। তারা আসলে ধোকাবাজ। ইনটিলিজেন্ড মহিলারা তা বুঝতে পারে।",1,1,1,,1
টুডে এই দেশের নারী জাতিকে পতিতা বানাতে উঠে পড়ে লেগেছে 71টিভির পতিতা মহিলারা।। তাদের কে এই কান্ট্রি থেকে উৎখাত করতেই হবে।,1,1,1,,1
ঐসব নারীবাদীরা আমাদের নারীদের বাহিরে বের করে আমাদের সোসাইটি ডেস্ট্রয় করছে। আসুন তাদের এগেইনস্ট এ সচেতন হই।,1,1,1,,1
নারীবাদী রোকেয়া সেইড ধর্ম গ্রন্থগুলি পুরুষের বানানো। অথচ এই মহিলাকে মুসলিম বলে বলে টেক্সটবুক এর  মাধ্যমে ফিউচার জেনারেশন এর ব্রেন ওয়াশ করা হচ্ছে।,1,1,1,,1
আমার মা-বোন পশ্চিমা নারীবাদী না। আর আমি বাসে সমঅধিকারের কথা বলছি।তাতে নারীবাদীদের চুলকানি থাকার কথা না।,1,1,1,,1
নিজের মা বোনদের রেস্পেক্ট কর,1,1,1,,1
"এসব নারীবাদীদের জন্য বাসের সিট ছেড়ে না দিয়ে,পুরুষের মাঝে দাঁড় করিয়ে দিলে তখন বুঝবে নারীসমতা কাকে বলে।",1,1,1,,1
মেয়েরা কোন খাদ্য পন্য কিংবা বস্তুু নয়। নিজের মা বোনকে দেখলেও কি মুরগি মুরগি মনে হয়? তাহলে তোমার মা বোনও তোমার থেকে সেইফ নয়।একজন সুস্থ ব্রেন এর  মানুষ কখনওই এসব কম্পেয়ার করবে না। তোমরা নিজেরাইতো মেয়েদের পন্য ভাবো।আসছে পশ্চিমাদের বিচিং করতে।,1,1,1,,1
"সব শিয়ালই মুরগীর স্বাধীনতা চায় কারণ মুরগী স্বাধীন হলে শিয়াল ভাল খাবার পায়, তেমনি সব লুইচ্চারাই নারীর স্বাধীনতা চায় কারণ নারী স্বাধীন হলে লুইচ্চারা লুইচ্চামি করতে পারে",1,1,1,,1
ছেলেদের এনাফ রেস্পেক্ট আছে। তবে কিছু কিছু নারীবাদী আর ইসলাম বিদ্বেষীরা সেটা একনোলেজ করতে ডিনাই করে ,1,1,1,,1
"রোড এ বসে সিগারেট খায়। ভাইরে সেই মর্ডান মেয়ে, আমরা অনেক ব্যাকডেটেড",1,1,1,,1
বর্তমান নারীরা আউটসাইড থেকে নারী ইনসাইড এ তারা পুরুষ ৷,1,1,1,,1
ওয়ার্ল্ড এ ওমেন লিডার রা ওমেন দেড় প্রতিনিধি নয়; তারা সবাই রুগ্ন পিতৃতন্ত্রের প্রিয় সেবাদাসী,1,1,1,,1
"মোস্ট অফ দা রূপসীর হাসির শোভা মাংসপেশির কৃতিত্ব, হৃদয়ের কৃতিত্ব নয়",1,1,1,,1
কিসের ওমেন্স ডে। সকল পাপের প্রোমোটার নারী,1,1,1,,1
ওয়ার্ল্ড ওমেন্স ডে তে সকল নারীকে ধিক্কার জানাই। তারা নারী নামে কলঙ্ক ,1,1,1,,1
নারীর শুধু ইউসের জান্নো ..... তদার দার ভালো কিচু পসিবল না ,1,1,1,,1
"মেয়েরা ফাক খেতে চায়,অার ছেলেরা ফাক দিলেই ফল্ট ",1,1,1,,1
"নারীকে ট্রাস্ট না করে, প্যাকেটে সাপ নিয়ে ঘুরাই বেটার ।",1,1,1,,1
"ডেস্ট্রয় এর  জন্য নারী রেস্পন্সিবল, পিস এর জন্য নারী দায়ী,কুটনামির জন্য নারী দায়ী,ধোকার জন্য দায়ী,সেকস্ এর জন্য দায়ী",1,1,1,,1
আসলে বয়ফ্রেন্ড গার্ল ফ্রেন্ড রিলেশানটা অদ্ভূদ একটা মেটার ।সব মেয়েই সাপের মত। যে যত বেশি বিউটিফুল তার বিষ তত তীব্রতর,1,1,1,,1
মেয়েরা তাদের বডি দিয়ে তাদের শ্বার্থ হাছিল করে থাকে আরো কত কি???? ,1,1,1,,1
"নারীরা শুধু তাদের প্রয়োজনে তারা অাপনার পাশে অাসবে প্রয়োজন শেষ, আপনাকে লিভ করবে। বেশ্যা  ",1,1,1,,1
নারীরা ছেলেদের শ্বার্থের পিছে গুরে...এসব নারীদের হেডার ভিতর লাথি মারা এসেন্সিয়াল ,1,1,1,,1
এভরি অপকর্ম এর মেইন নারী ,1,1,1,,1
অামরা নারীদের কথা দিয়ে হারাতে পারবোনা....সুতরাং লজিক দিয়ে হারাতে হবে তাদের.....* তাদের ধর্ষণের রিসন অনলি  তারাই...তাদের বডির প্রতিটি ভাজে ভাজে শয়তান লুকিয়ে থাকে।,1,1,1,,1
নারীরা প্রয়োজনবোধে তাদের বডি দিতে ডিনাই করেনা,1,1,1,,1
"মেয়েদের আটা, ময়দা মাখা ফেস না দেখে,আকাশের চাদঁ দেখা অনেক কম্ফোর্টেবল, থিঙ্ক ছেলেরাও নিতে পারে বুচছছ ফালতু মাইয়া,মেয়ে মানে নষ্টামি, মেয়ে মানে ভনডামী,",1,1,1,,1
"সৎ সঙ্গে সর্গ বাস,নারী সঙ্গে সর্বনা। ব্লাডি ফাকার নারী ",1,1,1,,1
আপনার থাউসেন্ড ফ্রেন্ড থাকলেও প্রব্লেম নাই ।একটা মেয়ে আপনার যে এমাউন্ট সময় বা মানি নষ্ট করে দিবে হয়ত হাজারটা ফ্রেন্ড ও তা পারবে না।ইন এ ওয়ার্ড একটা মেয়ে আপনার লাইফের ১২ টা বাজিয়ে দিতে এনাফ ।।।,1,1,1,,1
সব ইভিল এর মেইন নারী।আগে থেকে সব কিছু দিয়ে দেবে পরে বলবে ছেলেরা ছ্যাকা দেয়,1,1,1,,1
মেয়েরা নিজের বডি দিয়ে ছেলেদের ব্ল্যাকমেল করার অসাধারণ পাওয়ার নিয়ে জন্মায় ।,1,1,1,,1
যতদিন থাকবে দুই হস্ত ততদিন হবনা নারীর দারস্থ। যারা যায় তারা লুইচ্চা ফাকার ,1,1,1,,1
"এই মহিলাকে যে লোক বিয়ে করে ঘর সংসার করতেছে, আল্লাহই যানে তার কি অবস্থা, শয়তান ওমেন । আল্লাহ এর জাস্টিস করবে।",1,1,1,,1
"এই মহিলা কে আমার উইশ করতেছে খুপায়তে,বেয়াদপ নিলজ্ব ফকিন্নি কোত থেকে উটে আসছে এই বিয়াদপ, সব গুন্ড়া পান্ড়াদের সহ পারফেক্ট শাস্তি হোক",1,1,1,,1
দেশের মেইন মিনিস্টার একজন পুরুষ হলে বেটার হতো,1,1,1,,1
এর মাগীর ভোদা সবাই ফাটা।তাকে সোসাইটি থেকে বের করা উচিত ,1,1,1,,1
হেডার ঘরে হেডার মাইয়া বালের মাইয়া।  ওমেন মানে প্রব্লেম ,1,1,1,,1
"কত জন যে চুদছে মাগীর ভোদাতে, স্পর্শীয়া মাগী।হোয়াট এ গার্ল  ",1,1,1,,1
